CASE,RAD?,TRIM?,MACH,RE,BETA,PHI,SREF,XCG,XMRP,LREF,LATREF,DEFL_1_1,DEFL_1_2,DEFL_1_3,DEFL_1_4,DEFL_1_5,DEFL_1_6,DEFL_1_7,DEFL_1_8,ALPHA,CN法向力系数,CM俯仰力矩系数,CA轴向力系数,CA_0B,CA_FB,CY侧向力系数,CLN偏航力矩系数,CLL,CL升力系数,CD阻力系数,CL/CD,X-C.P.,CNA,CMA,BA_CN,BA_CM,BA_CA,BA_CY,BA_CLN,BA_CLL,BA_CL,BA_CD,BA_CL/CD,BA_X-C.P.,BA_CNA,BA_CMA,CYB,CLNB,CLLB,BA_CYB,BA_CLNB,BA_CLLB
1,0,0,0.7,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,3,0.162,-0.2656,0.1019,0.0964,0.1019,0.1889,-0.3095,0,0.1564,0.1102,1.4192,-1.64,0.0548,-0.0897,0.0132,0.2102,0.0976,0.0154,0.2453,0,0.0081,0.0982,0.0821,15.9364,0.0049,0.0697,0,0,0,0,0,0
1,0,0,0.7,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,3.5,0.1895,-0.3107,0.1003,0.0949,0.1003,0.1895,-0.3107,0,0.183,0.1117,1.6377,-1.6398,0.0551,-0.0903,0.0157,0.2449,0.0975,0.0157,0.2449,0,0.0097,0.0983,0.0991,15.573,0.0052,0.0694,0,0,0,0,0,0
1,0,0,0.7,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,4,0.2171,-0.356,0.0986,0.0931,0.0986,0.1901,-0.312,0,0.2097,0.1135,1.8477,-1.6395,0.0555,-0.0909,0.0184,0.2796,0.0974,0.0161,0.2445,0,0.0116,0.0985,0.1175,15.1846,0.0055,0.0692,0,0,0,0,0,0
1,0,0,0.8,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-4,-0.2222,0.3732,0.1735,0.168,0.1735,0.1945,-0.3271,0,-0.2095,0.1885,-1.1114,-1.6797,0.0567,-0.0948,-0.0184,-0.2796,0.1726,0.0161,0.2445,0,-0.0063,0.1734,-0.0365,15.1846,0.0055,0.0692,0,0,0,0,0,0
1,0,0,0.8,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-3.5,-0.1939,0.3259,0.1753,0.1699,0.1753,0.1939,-0.3259,0,-0.1829,0.1868,-0.9788,-1.6805,0.0563,-0.0944,-0.0157,-0.2449,0.1728,0.0157,0.2449,0,-0.0052,0.1734,-0.0297,15.573,0.0052,0.0694,0,0,0,0,0,0
1,0,0,0.8,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-3,-0.1658,0.2788,0.1769,0.1715,0.1769,0.1934,-0.3249,0,-0.1564,0.1853,-0.8436,-1.6812,0.056,-0.0939,-0.0132,-0.2102,0.1729,0.0154,0.2453,0,-0.0041,0.1734,-0.0238,15.9364,0.0049,0.0697,0,0,0,0,0,0
1,0,0,0.8,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-2.5,-0.1379,0.232,0.1782,0.1728,0.1782,0.193,-0.3243,0,-0.13,0.1841,-0.7065,-1.6818,0.0554,-0.0927,-0.0108,-0.1753,0.1731,0.0151,0.2455,0,-0.0032,0.1734,-0.0186,16.2465,0.0047,0.0699,0,0,0,0,0,0
1,0,0,0.8,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-2,-0.1105,0.1861,0.1793,0.1738,0.1793,0.1934,-0.3256,0,-0.1041,0.183,-0.569,-1.6851,0.0553,-0.0929,-0.0085,-0.1403,0.1732,0.0149,0.2457,0,-0.0025,0.1734,-0.0143,16.4381,0.0044,0.07,0,0,0,0,0,0
1,0,0,0.8,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-1.5,-0.0827,0.1391,0.1801,0.1747,0.1801,0.193,-0.3249,0,-0.0779,0.1822,-0.4275,-1.683,0.0555,-0.0938,-0.0063,-0.1053,0.1733,0.0148,0.2459,0,-0.0018,0.1734,-0.0104,16.6025,0.0043,0.0701,0,0,0,0,0,0
1,0,0,0.8,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-1,-0.055,0.0924,0.1808,0.1753,0.1808,0.1927,-0.324,0,-0.0518,0.1817,-0.2851,-1.6807,0.0551,-0.093,-0.0042,-0.0702,0.1733,0.0147,0.246,0,-0.0012,0.1734,-0.0068,16.7261,0.0042,0.0702,0,0,0,0,0,0
1,0,0,0.8,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-0.5,-0.0275,0.0461,0.1812,0.1757,0.1812,0.193,-0.3237,0,-0.0259,0.1814,-0.143,-1.6753,0.055,-0.0924,-0.0022,-0.0351,0.1734,0.0152,0.2459,0,-0.0007,0.1734,-0.0038,16.2084,0.0042,0.0702,0,0,0,0,0,0
1,0,0,0.8,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0,0.1813,0.1759,0.1813,0.1931,-0.3235,0,0,0.1813,0,-1.0274,0.055,-0.0922,0,0,0.1734,0.0153,0.2459,0,0,0.1734,0,16.0434,0.0043,0.0702,0,0,0,0,0,0
1,0,0,0.8,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,0.5,0.0275,-0.0461,0.1812,0.1757,0.1812,0.193,-0.3237,0,0.0259,0.1814,0.143,-1.6753,0.055,-0.0924,0.0022,0.0351,0.1734,0.0152,0.2459,0,0.0007,0.1734,0.0038,16.2084,0.0042,0.0702,0,0,0,0,0,0
1,0,0,0.8,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,1,0.055,-0.0924,0.1808,0.1753,0.1808,0.1927,-0.324,0,0.0518,0.1817,0.2851,-1.6807,0.0551,-0.093,0.0042,0.0702,0.1733,0.0147,0.246,0,0.0012,0.1734,0.0068,16.7261,0.0042,0.0702,0,0,0,0,0,0
1,0,0,0.8,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,1.5,0.0826,-0.1391,0.1801,0.1747,0.1801,0.193,-0.3249,0,0.0779,0.1822,0.4275,-1.683,0.0555,-0.0938,0.0063,0.1053,0.1733,0.0148,0.2459,0,0.0018,0.1734,0.0104,16.6025,0.0043,0.0701,0,0,0,0,0,0
1,0,0,0.8,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,2,0.1105,-0.1861,0.1793,0.1738,0.1793,0.1934,-0.3256,0,0.1041,0.183,0.569,-1.6851,0.0553,-0.0929,0.0085,0.1403,0.1732,0.0149,0.2457,0,0.0025,0.1734,0.0143,16.4381,0.0044,0.07,0,0,0,0,0,0
1,0,0,0.8,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,2.5,0.1379,-0.232,0.1782,0.1728,0.1782,0.193,-0.3243,0,0.13,0.1841,0.7065,-1.6818,0.0554,-0.0927,0.0108,0.1753,0.1731,0.0151,0.2455,0,0.0032,0.1734,0.0186,16.2465,0.0047,0.0699,0,0,0,0,0,0
1,0,0,0.8,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,3,0.1658,-0.2788,0.1769,0.1715,0.1769,0.1934,-0.3249,0,0.1564,0.1853,0.8436,-1.6812,0.056,-0.0939,0.0132,0.2102,0.1729,0.0154,0.2453,0,0.0041,0.1734,0.0238,15.9364,0.0049,0.0697,0,0,0,0,0,0
1,0,0,0.8,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,3.5,0.1939,-0.3259,0.1753,0.1699,0.1753,0.1939,-0.3259,0,0.1829,0.1868,0.9788,-1.6805,0.0563,-0.0944,0.0157,0.2449,0.1728,0.0157,0.2449,0,0.0052,0.1734,0.0297,15.573,0.0052,0.0694,0,0,0,0,0,0
1,0,0,0.8,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,4,0.2222,-0.3732,0.1735,0.168,0.1735,0.1945,-0.3271,0,0.2095,0.1885,1.1114,-1.6797,0.0567,-0.0948,0.0184,0.2796,0.1726,0.0161,0.2445,0,0.0063,0.1734,0.0365,15.1846,0.0055,0.0692,0,0,0,0,0,0
1,0,0,0.9,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-4,-0.2296,0.3982,0.3327,0.3274,0.3327,0.201,-0.349,0,-0.2058,0.3479,-0.5915,-1.7346,0.0584,-0.1007,-0.0184,-0.2796,0.3183,0.0161,0.2445,0,0.0038,0.3188,0.012,15.1639,0.0055,0.0692,0,0,0,0,0,0
1,0,0,0.9,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-3.5,-0.2005,0.348,0.3332,0.3279,0.3332,0.2005,-0.348,0,-0.1797,0.3448,-0.5212,-1.7358,0.0581,-0.1004,-0.0157,-0.2449,0.3187,0.0157,0.2449,0,0.0037,0.319,0.0117,15.5532,0.0052,0.0694,0,0,0,0,0,0
1,0,0,0.9,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-3,-0.1715,0.2979,0.3336,0.3283,0.3336,0.2,-0.3471,0,-0.1538,0.3422,-0.4495,-1.737,0.0578,-0.1,-0.0132,-0.2102,0.319,0.0154,0.2453,0,0.0035,0.3192,0.011,15.9175,0.0049,0.0697,0,0,0,0,0,0
1,0,0,0.9,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-2.5,-0.1427,0.248,0.334,0.3287,0.334,0.1997,-0.3467,0,-0.128,0.3399,-0.3765,-1.738,0.0572,-0.0988,-0.0108,-0.1753,0.3192,0.0151,0.2455,0,0.0031,0.3194,0.0098,16.2283,0.0047,0.0699,0,0,0,0,0,0
1,0,0,0.9,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-2,-0.1143,0.1991,0.3343,0.329,0.3343,0.2001,-0.3482,0,-0.1026,0.3381,-0.3033,-1.7416,0.0572,-0.0992,-0.0085,-0.1403,0.3195,0.015,0.2457,0,0.0026,0.3196,0.0082,16.4204,0.0045,0.07,0,0,0,0,0,0
1,0,0,0.9,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-1.5,-0.0855,0.1488,0.3346,0.3292,0.3346,0.1998,-0.3476,0,-0.0767,0.3367,-0.228,-1.74,0.0574,-0.1002,-0.0063,-0.1053,0.3196,0.0148,0.2459,0,0.002,0.3197,0.0063,16.5852,0.0043,0.0701,0,0,0,0,0,0
1,0,0,0.9,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-1,-0.0569,0.0989,0.3347,0.3294,0.3347,0.1995,-0.3468,0,-0.0511,0.3357,-0.1521,-1.738,0.057,-0.0995,-0.0042,-0.0702,0.3197,0.0147,0.246,0,0.0014,0.3198,0.0043,16.7092,0.0042,0.0702,0,0,0,0,0,0
1,0,0,0.9,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-0.5,-0.0285,0.0494,0.3348,0.3295,0.3348,0.1998,-0.3465,0,-0.0256,0.3351,-0.0763,-1.7328,0.0569,-0.0989,-0.0022,-0.0351,0.3198,0.0152,0.2459,0,0.0006,0.3198,0.002,16.1901,0.0042,0.0702,0,0,0,0,0,0
1,0,0,0.9,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0,0.3349,0.3295,0.3349,0.1999,-0.3464,0,0,0.3349,0,-1.5673,0.057,-0.0987,0,0,0.3198,0.0153,0.2458,0,0,0.3198,0,16.0247,0.0043,0.0702,0,0,0,0,0,0
1,0,0,0.9,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,0.5,0.0285,-0.0494,0.3348,0.3295,0.3348,0.1998,-0.3465,0,0.0256,0.3351,0.0763,-1.7328,0.0569,-0.0989,0.0022,0.0351,0.3198,0.0152,0.2459,0,-0.0006,0.3198,-0.002,16.1901,0.0042,0.0702,0,0,0,0,0,0
1,0,0,0.9,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,1,0.0569,-0.0989,0.3347,0.3294,0.3347,0.1995,-0.3468,0,0.0511,0.3357,0.1521,-1.738,0.057,-0.0995,0.0042,0.0702,0.3197,0.0147,0.246,0,-0.0014,0.3198,-0.0043,16.7092,0.0042,0.0702,0,0,0,0,0,0
1,0,0,0.9,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,1.5,0.0855,-0.1488,0.3346,0.3292,0.3346,0.1998,-0.3476,0,0.0767,0.3367,0.228,-1.74,0.0574,-0.1002,0.0063,0.1053,0.3196,0.0148,0.2459,0,-0.002,0.3197,-0.0063,16.5852,0.0043,0.0701,0,0,0,0,0,0
1,0,0,0.9,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,2,0.1143,-0.1991,0.3343,0.329,0.3343,0.2001,-0.3482,0,0.1026,0.3381,0.3033,-1.7416,0.0572,-0.0992,0.0085,0.1403,0.3195,0.015,0.2457,0,-0.0026,0.3196,-0.0082,16.4204,0.0045,0.07,0,0,0,0,0,0
1,0,0,0.9,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,2.5,0.1427,-0.248,0.334,0.3287,0.334,0.1997,-0.3467,0,0.128,0.3399,0.3765,-1.738,0.0572,-0.0988,0.0108,0.1753,0.3192,0.0151,0.2455,0,-0.0031,0.3194,-0.0098,16.2283,0.0047,0.0699,0,0,0,0,0,0
1,0,0,0.9,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,3,0.1715,-0.2979,0.3336,0.3283,0.3336,0.2,-0.3471,0,0.1538,0.3422,0.4495,-1.737,0.0578,-0.1,0.0132,0.2102,0.319,0.0154,0.2453,0,-0.0035,0.3192,-0.011,15.9175,0.0049,0.0697,0,0,0,0,0,0
1,0,0,0.9,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,3.5,0.2005,-0.348,0.3332,0.3279,0.3332,0.2005,-0.348,0,0.1797,0.3448,0.5212,-1.7358,0.0581,-0.1004,0.0157,0.2449,0.3187,0.0157,0.2449,0,-0.0037,0.319,-0.0117,15.5532,0.0052,0.0694,0,0,0,0,0,0
1,0,0,0.9,110000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,4,0.2296,-0.3982,0.3327,0.3274,0.3327,0.201,-0.349,0,0.2058,0.3479,0.5915,-1.7346,0.0584,-0.1007,0.0184,0.2796,0.3183,0.0161,0.2445,0,-0.0038,0.3188,-0.012,15.1639,0.0055,0.0692,0,0,0,0,0,0
1,0,0,0.5,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-4,-0.2115,0.3361,0.0971,0.0915,0.0971,0.1852,-0.2947,0,-0.2042,0.1116,-1.8299,-1.5895,0.0544,-0.0868,-0.0185,-0.2795,0.0952,0.0162,0.2445,0,-0.0119,0.0963,-0.1232,15.0716,0.0056,0.0692,0,0,0,0,0,0
1,0,0,0.5,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-3.5,-0.1844,0.2929,0.0987,0.0931,0.0987,0.1844,-0.2929,0,-0.178,0.1098,-1.6215,-1.5887,0.054,-0.086,-0.0158,-0.2449,0.0952,0.0158,0.2449,0,-0.01,0.096,-0.1041,15.4694,0.0053,0.0694,0,0,0,0,0,0
1,0,0,0.5,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-3,-0.1575,0.2501,0.1001,0.0946,0.1001,0.1837,-0.2914,0,-0.152,0.1082,-1.4046,-1.588,0.0535,-0.0852,-0.0133,-0.2101,0.0952,0.0155,0.2452,0,-0.0083,0.0958,-0.0863,15.8485,0.005,0.0696,0,0,0,0,0,0
1,0,0,0.5,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-2.5,-0.1309,0.2077,0.1013,0.0958,0.1013,0.1831,-0.2903,0,-0.1263,0.1069,-1.1814,-1.5874,0.0529,-0.0837,-0.0108,-0.1753,0.0952,0.0152,0.2455,0,-0.0067,0.0956,-0.0697,16.1902,0.0048,0.0698,0,0,0,0,0,0
1,0,0,0.5,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-2,-0.1047,0.1664,0.1022,0.0967,0.1022,0.1832,-0.291,0,-0.101,0.1058,-0.9546,-1.5903,0.0526,-0.0836,-0.0085,-0.1403,0.0952,0.0149,0.2457,0,-0.0052,0.0954,-0.0543,16.4968,0.0045,0.07,0,0,0,0,0,0
1,0,0,0.5,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-1.5,-0.0782,0.1241,0.103,0.0975,0.103,0.1827,-0.2899,0,-0.0755,0.105,-0.719,-1.5867,0.0527,-0.0841,-0.0063,-0.1053,0.0952,0.0148,0.2459,0,-0.0038,0.0953,-0.0401,16.6696,0.0043,0.0701,0,0,0,0,0,0
1,0,0,0.5,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-1,-0.052,0.0823,0.1036,0.098,0.1036,0.1823,-0.2888,0,-0.0502,0.1045,-0.4804,-1.5833,0.0523,-0.0831,-0.0042,-0.0702,0.0952,0.0146,0.246,0,-0.0025,0.0952,-0.0264,16.795,0.0042,0.0702,0,0,0,0,0,0
1,0,0,0.5,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-0.5,-0.026,0.041,0.1039,0.0984,0.1039,0.1821,-0.2882,0,-0.025,0.1041,-0.2405,-1.5812,0.052,-0.0823,-0.0021,-0.0351,0.0952,0.0146,0.246,0,-0.0012,0.0952,-0.0131,16.8747,0.0042,0.0702,0,0,0,0,0,0
1,0,0,0.5,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0,0.104,0.0985,0.104,0.182,-0.288,0,0,0.104,0,-0.4382,0.0519,-0.0821,0,0,0.0952,0.0146,0.2461,0,0,0.0952,0,16.9022,0.0042,0.0702,0,0,0,0,0,0
1,0,0,0.5,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,0.5,0.026,-0.041,0.1039,0.0984,0.1039,0.1821,-0.2882,0,0.025,0.1041,0.2405,-1.5812,0.052,-0.0823,0.0021,0.0351,0.0952,0.0146,0.246,0,0.0012,0.0952,0.0131,16.8747,0.0042,0.0702,0,0,0,0,0,0
1,0,0,0.5,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,1,0.052,-0.0823,0.1036,0.098,0.1036,0.1823,-0.2888,0,0.0502,0.1045,0.4804,-1.5833,0.0523,-0.0831,0.0042,0.0702,0.0952,0.0146,0.246,0,0.0025,0.0952,0.0264,16.795,0.0042,0.0702,0,0,0,0,0,0
1,0,0,0.5,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,1.5,0.0782,-0.1241,0.103,0.0975,0.103,0.1827,-0.2899,0,0.0755,0.105,0.719,-1.5867,0.0527,-0.0841,0.0063,0.1053,0.0952,0.0148,0.2459,0,0.0038,0.0953,0.0401,16.6696,0.0043,0.0701,0,0,0,0,0,0
1,0,0,0.5,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,2,0.1047,-0.1664,0.1022,0.0967,0.1022,0.1832,-0.291,0,0.101,0.1058,0.9546,-1.5903,0.0526,-0.0836,0.0085,0.1403,0.0952,0.0149,0.2457,0,0.0052,0.0954,0.0543,16.4968,0.0045,0.07,0,0,0,0,0,0
1,0,0,0.5,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,2.5,0.1309,-0.2077,0.1013,0.0958,0.1013,0.1831,-0.2903,0,0.1263,0.1069,1.1814,-1.5874,0.0529,-0.0837,0.0108,0.1753,0.0952,0.0152,0.2455,0,0.0067,0.0956,0.0697,16.1902,0.0048,0.0698,0,0,0,0,0,0
1,0,0,0.5,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,3,0.1575,-0.2501,0.1001,0.0946,0.1001,0.1837,-0.2914,0,0.152,0.1082,1.4046,-1.588,0.0535,-0.0852,0.0133,0.2101,0.0952,0.0155,0.2452,0,0.0083,0.0958,0.0863,15.8485,0.005,0.0696,0,0,0,0,0,0
1,0,0,0.5,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,3.5,0.1844,-0.2929,0.0987,0.0931,0.0987,0.1844,-0.2929,0,0.178,0.1098,1.6215,-1.5887,0.054,-0.086,0.0158,0.2449,0.0952,0.0158,0.2449,0,0.01,0.096,0.1041,15.4694,0.0053,0.0694,0,0,0,0,0,0
1,0,0,0.5,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,4,0.2115,-0.3361,0.0971,0.0915,0.0971,0.1852,-0.2947,0,0.2042,0.1116,1.8299,-1.5895,0.0544,-0.0868,0.0185,0.2795,0.0952,0.0162,0.2445,0,0.0119,0.0963,0.1232,15.0716,0.0056,0.0692,0,0,0,0,0,0
1,0,0,0.6,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-4,-0.2137,0.3439,0.0973,0.0918,0.0973,0.1871,-0.3015,0,-0.2064,0.112,-1.8436,-1.6093,0.0549,-0.0886,-0.0185,-0.2795,0.0957,0.0162,0.2445,0,-0.0118,0.0967,-0.1223,15.0716,0.0056,0.0692,0,0,0,0,0,0
1,0,0,0.6,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-3.5,-0.1864,0.2998,0.0989,0.0934,0.0989,0.1864,-0.2998,0,-0.18,0.1101,-1.6342,-1.6089,0.0545,-0.0878,-0.0158,-0.2449,0.0957,0.0158,0.2449,0,-0.01,0.0965,-0.1032,15.4694,0.0053,0.0694,0,0,0,0,0,0
1,0,0,0.6,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-3,-0.1592,0.2561,0.1004,0.0949,0.1004,0.1857,-0.2984,0,-0.1538,0.1086,-1.4162,-1.6084,0.054,-0.087,-0.0133,-0.2101,0.0957,0.0155,0.2452,0,-0.0082,0.0962,-0.0855,15.8485,0.005,0.0696,0,0,0,0,0,0
1,0,0,0.6,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-2.5,-0.1323,0.2128,0.1015,0.096,0.1015,0.1851,-0.2974,0,-0.1278,0.1072,-1.1916,-1.6081,0.0534,-0.0856,-0.0108,-0.1753,0.0957,0.0152,0.2455,0,-0.0066,0.0961,-0.0691,16.1902,0.0048,0.0698,0,0,0,0,0,0
1,0,0,0.6,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-2,-0.1058,0.1705,0.1025,0.097,0.1025,0.1852,-0.2982,0,-0.1022,0.1061,-0.9631,-1.6112,0.0532,-0.0856,-0.0085,-0.1403,0.0957,0.0149,0.2457,0,-0.0052,0.0959,-0.0538,16.4968,0.0045,0.07,0,0,0,0,0,0
1,0,0,0.6,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-1.5,-0.0791,0.1272,0.1033,0.0977,0.1033,0.1848,-0.2971,0,-0.0764,0.1053,-0.7256,-1.608,0.0532,-0.0861,-0.0063,-0.1053,0.0957,0.0148,0.2459,0,-0.0038,0.0958,-0.0398,16.6696,0.0043,0.0701,0,0,0,0,0,0
1,0,0,0.6,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-1,-0.0526,0.0844,0.1038,0.0983,0.1038,0.1844,-0.2961,0,-0.0508,0.1047,-0.4849,-1.6047,0.0529,-0.0851,-0.0042,-0.0702,0.0957,0.0146,0.246,0,-0.0025,0.0957,-0.0262,16.795,0.0042,0.0702,0,0,0,0,0,0
1,0,0,0.6,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,-0.5,-0.0263,0.0421,0.1042,0.0986,0.1042,0.1842,-0.2954,0,-0.0253,0.1044,-0.2428,-1.6027,0.0526,-0.0844,-0.0021,-0.0351,0.0957,0.0146,0.246,0,-0.0012,0.0957,-0.013,16.8747,0.0042,0.0702,0,0,0,0,0,0
1,0,0,0.6,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,0,0,0,0.1043,0.0988,0.1043,0.1841,-0.2952,0,0,0.1043,0,-0.8287,0.0525,-0.0842,0,0,0.0957,0.0146,0.2461,0,0,0.0957,0,16.9022,0.0042,0.0702,0,0,0,0,0,0
1,0,0,0.6,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,0.5,0.0263,-0.0421,0.1042,0.0986,0.1042,0.1842,-0.2954,0,0.0253,0.1044,0.2428,-1.6027,0.0526,-0.0844,0.0021,0.0351,0.0957,0.0146,0.246,0,0.0012,0.0957,0.013,16.8747,0.0042,0.0702,0,0,0,0,0,0
1,0,0,0.6,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,1,0.0526,-0.0844,0.1038,0.0983,0.1038,0.1844,-0.2961,0,0.0508,0.1047,0.4849,-1.6047,0.0529,-0.0851,0.0042,0.0702,0.0957,0.0146,0.246,0,0.0025,0.0957,0.0262,16.795,0.0042,0.0702,0,0,0,0,0,0
1,0,0,0.6,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,1.5,0.0791,-0.1272,0.1033,0.0977,0.1033,0.1848,-0.2971,0,0.0764,0.1053,0.7256,-1.608,0.0532,-0.0861,0.0063,0.1053,0.0957,0.0148,0.2459,0,0.0038,0.0958,0.0398,16.6696,0.0043,0.0701,0,0,0,0,0,0
1,0,0,0.6,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,2,0.1058,-0.1705,0.1025,0.097,0.1025,0.1852,-0.2982,0,0.1022,0.1061,0.9631,-1.6112,0.0532,-0.0856,0.0085,0.1403,0.0957,0.0149,0.2457,0,0.0052,0.0959,0.0538,16.4968,0.0045,0.07,0,0,0,0,0,0
1,0,0,0.6,120000000,-3.5,0,0.0113,0.285,2.375,0.12,0.12,0,0,0,0,0,0,0,0,2.5,0.1323,-0.2128,0.1015,0.096,0.1015,0.1851,-0.2974,0,0.1278,0.1072,1.1916,-1.6081,0.0534,-0.0856,0.0108,0.1753,0.0957,0.0152,0.2455,0,0.0066,0.0961,0.0691,16.1902,0.0048,0.0698,0,0,0,0,0,0
